VCF_ID	BioSample_ID	Capture_Population	Spawning_Ecotype	Phenotype_ID	Population
Ble45_7.CEL	BLE45_7.CEL	BLE45	SPRING	BLE45_SPRING	South
Ble45_8.CEL	BLE45_8.CEL	BLE45	SPRING	BLE45_SPRING	South
Ble45_9.CEL	BLE45_9.CEL	BLE45	SPRING	BLE45_SPRING	South
Ble46_1.CEL	BLE46_1.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_10.CEL	BLE46_10.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_11.CEL	BLE46_11.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_12.CEL	BLE46_12.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_13.CEL	BLE46_13.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_14.CEL	BLE46_14.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_15.CEL	BLE46_15.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_16.CEL	BLE46_16.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_17.CEL	BLE46_17.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_18.CEL	BLE46_18.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_19.CEL	BLE46_19.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_2.CEL	BLE46_2.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_20.CEL	BLE46_20.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_21.CEL	BLE46_21.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_22.CEL	BLE46_22.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_23.CEL	BLE46_23.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_24.CEL	BLE46_24.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_25.CEL	BLE46_25.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_26.CEL	BLE46_26.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_3.CEL	BLE46_3.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_4.CEL	BLE46_4.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_5.CEL	BLE46_5.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_6.CEL	BLE46_6.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_7.CEL	BLE46_7.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_8.CEL	BLE46_8.CEL	BLE46	SPRING	BLE46_SPRING	South
Ble46_9.CEL	BLE46_9.CEL	BLE46	SPRING	BLE46_SPRING	South
GA-v1_1.CEL	GAV1_1.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_11.CEL	GAV1_11.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_12.CEL	GAV1_12.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_13.CEL	GAV1_13.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_15.CEL	GAV1_15.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_19.CEL	GAV1_19.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_2.CEL	GAV1_2.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_20.CEL	GAV1_20.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_21.CEL	GAV1_21.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_24.CEL	GAV1_24.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_25.CEL	GAV1_25.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_26.CEL	GAV1_26.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_27.CEL	GAV1_27.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_28.CEL	GAV1_28.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_29.CEL	GAV1_29.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_30.CEL	GAV1_30.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_33.CEL	GAV1_33.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_34.CEL	GAV1_34.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_35.CEL	GAV1_35.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_36.CEL	GAV1_36.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_37.CEL	GAV1_37.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_4.CEL	GAV1_4.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_40.CEL	GAV1_40.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_42.CEL	GAV1_42.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_43.CEL	GAV1_43.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_44.CEL	GAV1_44.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_45.CEL	GAV1_45.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_46.CEL	GAV1_46.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_49.CEL	GAV1_49.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_5.CEL	GAV1_5.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_50.CEL	GAV1_50.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_51.CEL	GAV1_51.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_52.CEL	GAV1_52.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_53.CEL	GAV1_53.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_55.CEL	GAV1_55.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_56.CEL	GAV1_56.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_57.CEL	GAV1_57.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_6.CEL	GAV1_6.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_8.CEL	GAV1_8.CEL	GAV01	SPRING	GAV01_SPRING	Central
GA-v1_9.CEL	GAV1_9.CEL	GAV01	SPRING	GAV01_SPRING	Central
Gav02_10_a.CEL	GAV02_10.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_11_a.CEL	GAV02_11.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_13_a.CEL	GAV02_13.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_14_a.CEL	GAV02_14.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_15_a.CEL	GAV02_15.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_16_a.CEL	GAV02_16.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_17_a.CEL	GAV02_17.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_18_a.CEL	GAV02_18.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_19_a.CEL	GAV02_19.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_1_a.CEL	GAV02_1.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_21_a.CEL	GAV02_21.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_23_a.CEL	GAV02_23.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_24_a.CEL	GAV02_24.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_25_a.CEL	GAV02_25.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_26_a.CEL	GAV02_26.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_27_a.CEL	GAV02_27.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_28_a.CEL	GAV02_28.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_29_a.CEL	GAV02_29.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_2_a.CEL	GAV02_2.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_32_a.CEL	GAV02_32.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_34_a.CEL	GAV02_34.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_36_a.CEL	GAV02_36.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_38_a.CEL	GAV02_38.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_39_a.CEL	GAV02_39.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_41_a.CEL	GAV02_41.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_42_a.CEL	GAV02_42.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_43_a.CEL	GAV02_43.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_45_a.CEL	GAV02_45.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_46_a.CEL	GAV02_46.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_47_a.CEL	GAV02_47.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_48_a.CEL	GAV02_48.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_49_a.CEL	GAV02_49.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_4_a.CEL	GAV02_4.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_50_a.CEL	GAV02_50.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_5_a.CEL	GAV02_5.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_6_a.CEL	GAV02_6.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_8_a.CEL	GAV02_8.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav02_9_a.CEL	GAV02_9.CEL	GAV02	SPRING	GAV02_SPRING	Central
Gav03_11_a.CEL	GAV03_11.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_13_a.CEL	GAV03_13.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_14_a.CEL	GAV03_14.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_15_a.CEL	GAV03_15.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_1_a.CEL	GAV03_1.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_20_a.CEL	GAV03_20.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_21_a.CEL	GAV03_21.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_25_a.CEL	GAV03_25.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_27_a.CEL	GAV03_27.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_2_a.CEL	GAV03_2.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_32_a.CEL	GAV03_32.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_33_a.CEL	GAV03_33.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_34_a.CEL	GAV03_34.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_35_a.CEL	GAV03_35.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_37_a.CEL	GAV03_37.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_38_a.CEL	GAV03_38.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_3_a.CEL	GAV03_3.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_40_a.CEL	GAV03_40.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_42_a.CEL	GAV03_42.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_46_a.CEL	GAV03_46.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_48_a.CEL	GAV03_48.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_49_a.CEL	GAV03_49.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_4_a.CEL	GAV03_4.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_50_a.CEL	GAV03_50.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_52_a.CEL	GAV03_52.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_53_a.CEL	GAV03_53.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_57_a.CEL	GAV03_57.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_59_a.CEL	GAV03_59.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_5_a.CEL	GAV03_5.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_62_a.CEL	GAV03_62.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_6_a.CEL	GAV03_6.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_8_a.CEL	GAV03_8.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav03_9_a.CEL	GAV03_9.CEL	GAV03	SPRING	GAV03_SPRING	Central
Gav04_10_a.CEL	GAV04_10.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_11_a.CEL	GAV04_11.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_12_a.CEL	GAV04_12.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_13_a.CEL	GAV04_13.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_14_a.CEL	GAV04_14.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_15_a.CEL	GAV04_15.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_16_a.CEL	GAV04_16.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_17_a.CEL	GAV04_17.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_18_a.CEL	GAV04_18.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_19_a.CEL	GAV04_19.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_1_a.CEL	GAV04_1.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_20_a.CEL	GAV04_20.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_24_a.CEL	GAV04_24.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_25_a.CEL	GAV04_25.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_26_a.CEL	GAV04_26.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_27_a.CEL	GAV04_27.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_28_a.CEL	GAV04_28.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_29_a.CEL	GAV04_29.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_2_a.CEL	GAV04_2.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_30_a.CEL	GAV04_30.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_31_a.CEL	GAV04_31.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_32_a.CEL	GAV04_32.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_33_a.CEL	GAV04_33.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_34_a.CEL	GAV04_34.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_35_a.CEL	GAV04_35.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_36_a.CEL	GAV04_36.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_37_a.CEL	GAV04_37.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_38_a.CEL	GAV04_38.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_39_a.CEL	GAV04_39.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_40_a.CEL	GAV04_40.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_41_a.CEL	GAV04_41.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_43_a.CEL	GAV04_43.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_45_a.CEL	GAV04_45.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_46_a.CEL	GAV04_46.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_48_a.CEL	GAV04_48.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_49_a.CEL	GAV04_49.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_4_a.CEL	GAV04_4.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_50_a.CEL	GAV04_50.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_51_a.CEL	GAV04_51.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_52_a.CEL	GAV04_52.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_53_a.CEL	GAV04_53.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_54_a.CEL	GAV04_54.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_55_a.CEL	GAV04_55.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_56_a.CEL	GAV04_56.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_57_a.CEL	GAV04_57.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_58_a.CEL	GAV04_58.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_5_a.CEL	GAV04_5.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_8_a.CEL	GAV04_8.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav04_9_a.CEL	GAV04_9.CEL	GAV04	SPRING	GAV04_SPRING	Central
Gav05_10_a.CEL	GAV05_10.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_11_a.CEL	GAV05_11.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_13_a.CEL	GAV05_13.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_14_a.CEL	GAV05_14.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_17_a.CEL	GAV05_17.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_19_a.CEL	GAV05_19.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_1_a.CEL	GAV05_1.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_21_a.CEL	GAV05_21.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_24_a.CEL	GAV05_24.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_25_a.CEL	GAV05_25.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_26_a.CEL	GAV05_26.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_27_a.CEL	GAV05_27.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_29_a.CEL	GAV05_29.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_2_a.CEL	GAV05_2.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_31_a.CEL	GAV05_31.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_32_a.CEL	GAV05_32.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_34_a.CEL	GAV05_34.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_35_a.CEL	GAV05_35.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_36_a.CEL	GAV05_36.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_37_a.CEL	GAV05_37.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_39_a.CEL	GAV05_39.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_3_a.CEL	GAV05_3.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_42_a.CEL	GAV05_42.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_43_a.CEL	GAV05_43.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_44_a.CEL	GAV05_44.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_45_a.CEL	GAV05_45.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_48_a.CEL	GAV05_48.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_49_a.CEL	GAV05_49.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_4_a.CEL	GAV05_4.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_50_a.CEL	GAV05_50.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_51_a.CEL	GAV05_51.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_5_a.CEL	GAV05_5.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_7_a.CEL	GAV05_7.CEL	GAV05	SPRING	GAV05_SPRING	Central
Gav05_8_a.CEL	GAV05_8.CEL	GAV05	SPRING	GAV05_SPRING	Central
GA-v6_1.CEL	GAV6_1.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_102.CEL	GAV6_102.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_13.CEL	GAV6_13.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_16.CEL	GAV6_16.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_18.CEL	GAV6_18.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_22.CEL	GAV6_22.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_25.CEL	GAV6_25.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_26.CEL	GAV6_26.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_30.CEL	GAV6_30.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_31.CEL	GAV6_31.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_34.CEL	GAV6_34.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_36.CEL	GAV6_36.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_39.CEL	GAV6_39.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_40.CEL	GAV6_40.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_41.CEL	GAV6_41.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_42.CEL	GAV6_42.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_45.CEL	GAV6_45.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_46.CEL	GAV6_46.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_49.CEL	GAV6_49.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_5.CEL	GAV6_5.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_50.CEL	GAV6_50.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_53.CEL	GAV6_53.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_55.CEL	GAV6_55.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_61.CEL	GAV6_61.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_65.CEL	GAV6_65.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_66.CEL	GAV6_66.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_67.CEL	GAV6_67.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_68.CEL	GAV6_68.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_7.CEL	GAV6_7.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_73.CEL	GAV6_73.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_76.CEL	GAV6_76.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_77.CEL	GAV6_77.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_78.CEL	GAV6_78.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_8.CEL	GAV6_8.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_85.CEL	GAV6_85.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_86.CEL	GAV6_86.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_88.CEL	GAV6_88.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_93.CEL	GAV6_93.CEL	GAV06	SPRING	GAV06_SPRING	Central
GA-v6_99.CEL	GAV6_99.CEL	GAV06	SPRING	GAV06_SPRING	Central
Gav07_100_a.CEL	GAV07_100.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_16_a.CEL	GAV07_16.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_19_a.CEL	GAV07_19.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_27_a.CEL	GAV07_27.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_30_a.CEL	GAV07_30.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_31_a.CEL	GAV07_31.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_32_a.CEL	GAV07_32.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_36_a.CEL	GAV07_36.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_39_a.CEL	GAV07_39.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_3_a.CEL	GAV07_3.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_44_a.CEL	GAV07_44.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_56_a.CEL	GAV07_56.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_58_a.CEL	GAV07_58.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_63_a.CEL	GAV07_63.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_64_a.CEL	GAV07_64.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_69_a.CEL	GAV07_69.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_72_a.CEL	GAV07_72.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_73_a.CEL	GAV07_73.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_77_a.CEL	GAV07_77.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_80_a.CEL	GAV07_80.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_85_a.CEL	GAV07_85.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_86_a.CEL	GAV07_86.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_8_a.CEL	GAV07_8.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_91_a.CEL	GAV07_91.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_95_a.CEL	GAV07_95.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav07_9_a.CEL	GAV07_9.CEL	GAV07	SPRING	GAV07_SPRING	Central
Gav08_11_a.CEL	GAV08_11.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_12_a.CEL	GAV08_12.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_13_a.CEL	GAV08_13.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_15_a.CEL	GAV08_15.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_17_a.CEL	GAV08_17.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_19_a.CEL	GAV08_19.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_1_a.CEL	GAV08_1.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_20_a.CEL	GAV08_20.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_22_a.CEL	GAV08_22.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_23_a.CEL	GAV08_23.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_24_a.CEL	GAV08_24.CEL	GAV08	SPRING	GAV08_SPRING	Central
Gav08_25_a.CEL	GAV08_25.CEL	GAV08	SPRING	GAV08_SPRING	Central
