VCF_ID	BioSample_ID	Capture_Population	Spawning_Ecotype	Phenotype_ID	Population
Gav17_001.CEL	GAV17_001.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_002.CEL	GAV17_002.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_003.CEL	GAV17_003.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_004.CEL	GAV17_004.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_005.CEL	GAV17_005.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_006.CEL	GAV17_006.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_007.CEL	GAV17_007.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_008.CEL	GAV17_008.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_010.CEL	GAV17_010.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_012.CEL	GAV17_012.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_014.CEL	GAV17_014.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_015.CEL	GAV17_015.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_017.CEL	GAV17_017.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_018.CEL	GAV17_018.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_019.CEL	GAV17_019.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_021.CEL	GAV17_021.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_023.CEL	GAV17_023.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_024.CEL	GAV17_024.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_026.CEL	GAV17_026.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_027.CEL	GAV17_027.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_028.CEL	GAV17_028.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_032.CEL	GAV17_032.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_033.CEL	GAV17_033.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_034.CEL	GAV17_034.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_035.CEL	GAV17_035.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_037.CEL	GAV17_037.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_039.CEL	GAV17_039.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_040.CEL	GAV17_040.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_041.CEL	GAV17_041.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_042.CEL	GAV17_042.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_043.CEL	GAV17_043.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_044.CEL	GAV17_044.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_045.CEL	GAV17_045.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_046.CEL	GAV17_046.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_048.CEL	GAV17_048.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_049.CEL	GAV17_049.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_050.CEL	GAV17_050.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_051.CEL	GAV17_051.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_052.CEL	GAV17_052.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_053.CEL	GAV17_053.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_054.CEL	GAV17_054.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_055.CEL	GAV17_055.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_056.CEL	GAV17_056.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_057.CEL	GAV17_057.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_058.CEL	GAV17_058.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav17_059.CEL	GAV17_059.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn
Gav18_001.CEL	GAV18_001.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_003.CEL	GAV18_003.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_004.CEL	GAV18_004.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_005.CEL	GAV18_005.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_006.CEL	GAV18_006.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_007.CEL	GAV18_007.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_008.CEL	GAV18_008.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_009.CEL	GAV18_009.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_010.CEL	GAV18_010.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_011.CEL	GAV18_011.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_012.CEL	GAV18_012.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_013.CEL	GAV18_013.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_015.CEL	GAV18_015.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_017.CEL	GAV18_017.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_018.CEL	GAV18_018.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_020.CEL	GAV18_020.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_021.CEL	GAV18_021.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_022.CEL	GAV18_022.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_023.CEL	GAV18_023.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_024.CEL	GAV18_024.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_025.CEL	GAV18_025.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_026.CEL	GAV18_026.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_027.CEL	GAV18_027.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_028.CEL	GAV18_028.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_029.CEL	GAV18_029.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_030.CEL	GAV18_030.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_031.CEL	GAV18_031.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_032.CEL	GAV18_032.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_033.CEL	GAV18_033.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_034.CEL	GAV18_034.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_035.CEL	GAV18_035.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_037.CEL	GAV18_037.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_038.CEL	GAV18_038.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_039.CEL	GAV18_039.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_040.CEL	GAV18_040.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_041.CEL	GAV18_041.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_042.CEL	GAV18_042.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_043.CEL	GAV18_043.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_044.CEL	GAV18_044.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_045.CEL	GAV18_045.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_046.CEL	GAV18_046.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_047.CEL	GAV18_047.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_049.CEL	GAV18_049.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_050.CEL	GAV18_050.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_051.CEL	GAV18_051.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_052.CEL	GAV18_052.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_054.CEL	GAV18_054.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_055.CEL	GAV18_055.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav18_056.CEL	GAV18_056.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn
Gav19_36_a.CEL	GAV19_36.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_37_a.CEL	GAV19_37.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_38_a.CEL	GAV19_38.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_39_a.CEL	GAV19_39.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_41_a.CEL	GAV19_41.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_42_a.CEL	GAV19_42.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_44_a.CEL	GAV19_44.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_45_a.CEL	GAV19_45.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_47_a.CEL	GAV19_47.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_48_a.CEL	GAV19_48.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_49_a.CEL	GAV19_49.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_50_a.CEL	GAV19_50.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_51_a.CEL	GAV19_51.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_52_a.CEL	GAV19_52.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_53_a.CEL	GAV19_53.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_001.CEL	GAV19_001.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_002.CEL	GAV19_002.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_003.CEL	GAV19_003.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_005.CEL	GAV19_005.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_006.CEL	GAV19_006.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_007.CEL	GAV19_007.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_008.CEL	GAV19_008.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_009.CEL	GAV19_009.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_010.CEL	GAV19_010.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_011.CEL	GAV19_011.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_012.CEL	GAV19_012.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_013.CEL	GAV19_013.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_014.CEL	GAV19_014.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_015.CEL	GAV19_015.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_016.CEL	GAV19_016.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_017.CEL	GAV19_017.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_018.CEL	GAV19_018.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_019.CEL	GAV19_019.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_020.CEL	GAV19_020.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_021.CEL	GAV19_021.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_022.CEL	GAV19_022.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_023.CEL	GAV19_023.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_024.CEL	GAV19_024.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_025.CEL	GAV19_025.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_026.CEL	GAV19_026.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_027.CEL	GAV19_027.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_028.CEL	GAV19_028.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_029.CEL	GAV19_029.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_030.CEL	GAV19_030.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_031.CEL	GAV19_031.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_032.CEL	GAV19_032.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_033.CEL	GAV19_033.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_034.CEL	GAV19_034.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav19_035.CEL	GAV19_035.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn
Gav20_15_a.CEL	GAV20_15.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_16_a.CEL	GAV20_16.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_1_a.CEL	GAV20_1.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_24_a.CEL	GAV20_24.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_25_a.CEL	GAV20_25.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_26_a.CEL	GAV20_26.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_3_a.CEL	GAV20_3.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_43_a.CEL	GAV20_43.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_44_a.CEL	GAV20_44.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_45_a.CEL	GAV20_45.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_47_a.CEL	GAV20_47.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_48_a.CEL	GAV20_48.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_50_a.CEL	GAV20_50.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_53_a.CEL	GAV20_53.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_54_a.CEL	GAV20_54.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_55_a.CEL	GAV20_55.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_56_a.CEL	GAV20_56.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_57_a.CEL	GAV20_57.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_60_a.CEL	GAV20_60.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_62_a.CEL	GAV20_62.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_63_a.CEL	GAV20_63.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_64_a.CEL	GAV20_64.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_65_a.CEL	GAV20_65.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_6_a.CEL	GAV20_6.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_70_a.CEL	GAV20_70.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_71_a.CEL	GAV20_71.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_72_a.CEL	GAV20_72.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_73_a.CEL	GAV20_73.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_74_a.CEL	GAV20_74.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_76_a.CEL	GAV20_76.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_78_a.CEL	GAV20_78.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_7_a.CEL	GAV20_7.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Gav20_8_a.CEL	GAV20_8.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn
Upp9_10.CEL	UPP9_10.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_11.CEL	UPP9_11.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_12.CEL	UPP9_12.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_13.CEL	UPP9_13.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_18.CEL	UPP9_18.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_19.CEL	UPP9_19.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_26.CEL	UPP9_26.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_36.CEL	UPP9_36.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_37.CEL	UPP9_37.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_38.CEL	UPP9_38.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_41.CEL	UPP9_41.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_48.CEL	UPP9_48.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_5.CEL	UPP9_5.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_6.CEL	UPP9_6.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp9_8.CEL	UPP9_8.CEL	UPP09	AUTUMN	UPP09_AUTUMN	Autumn
Upp10_1.CEL	UPP10_1.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_10.CEL	UPP10_10.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_11.CEL	UPP10_11.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_12.CEL	UPP10_12.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_13.CEL	UPP10_13.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_14.CEL	UPP10_14.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_16.CEL	UPP10_16.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_18.CEL	UPP10_18.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_19.CEL	UPP10_19.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_2.CEL	UPP10_2.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_21.CEL	UPP10_21.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_22.CEL	UPP10_22.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_23.CEL	UPP10_23.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_24.CEL	UPP10_24.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_25.CEL	UPP10_25.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_26.CEL	UPP10_26.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_27.CEL	UPP10_27.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_28.CEL	UPP10_28.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_29.CEL	UPP10_29.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_30.CEL	UPP10_30.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_31.CEL	UPP10_31.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_32.CEL	UPP10_32.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_33.CEL	UPP10_33.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_35.CEL	UPP10_35.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_36.CEL	UPP10_36.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_37.CEL	UPP10_37.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_39.CEL	UPP10_39.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_4.CEL	UPP10_4.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_40.CEL	UPP10_40.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_43.CEL	UPP10_43.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_45.CEL	UPP10_45.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_47.CEL	UPP10_47.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_48.CEL	UPP10_48.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_49.CEL	UPP10_49.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_5.CEL	UPP10_5.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_51.CEL	UPP10_51.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_52.CEL	UPP10_52.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_53.CEL	UPP10_53.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_54.CEL	UPP10_54.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_55.CEL	UPP10_55.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_56.CEL	UPP10_56.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_58.CEL	UPP10_58.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_59.CEL	UPP10_59.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_61.CEL	UPP10_61.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_62.CEL	UPP10_62.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_63.CEL	UPP10_63.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_64.CEL	UPP10_64.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_7.CEL	UPP10_7.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_8.CEL	UPP10_8.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp10_9.CEL	UPP10_9.CEL	UPP10	AUTUMN	UPP10_AUTUMN	Autumn
Upp11_1.CEL	UPP11_1.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_10.CEL	UPP11_10.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_11.CEL	UPP11_11.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_12.CEL	UPP11_12.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_13.CEL	UPP11_13.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_14.CEL	UPP11_14.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_15.CEL	UPP11_15.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_16.CEL	UPP11_16.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_2.CEL	UPP11_2.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_20.CEL	UPP11_20.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_21.CEL	UPP11_21.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_22.CEL	UPP11_22.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_23.CEL	UPP11_23.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_24.CEL	UPP11_24.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_25.CEL	UPP11_25.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_27.CEL	UPP11_27.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_28.CEL	UPP11_28.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_29.CEL	UPP11_29.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_3.CEL	UPP11_3.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_30.CEL	UPP11_30.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_31.CEL	UPP11_31.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_32.CEL	UPP11_32.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_33.CEL	UPP11_33.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_34.CEL	UPP11_34.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_35.CEL	UPP11_35.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_36.CEL	UPP11_36.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_37.CEL	UPP11_37.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_38.CEL	UPP11_38.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
Upp11_39.CEL	UPP11_39.CEL	UPP11	AUTUMN	UPP11_AUTUMN	Autumn
